Cell	Cluster	CellType	NumofReads
SRR5353481	14	HSC	22464
SRR5353482	14	HSC	3262
SRR5353484	14	HSC	16064
SRR5353490	14	HSC	9936
SRR5353494	14	HSC	9726
SRR5353497	14	HSC	21772
SRR5353498	14	HSC	42952
SRR5353499	4	HSC	14722
SRR5353500	4	HSC	13968
SRR5353502	14	HSC	17260
SRR5353503	14	HSC	90974
SRR5353504	14	HSC	6036
SRR5353505	14	HSC	10514
SRR5353506	14	HSC	6096
SRR5353507	14	HSC	16486
SRR5353509	14	HSC	46338
SRR5353510	14	HSC	14210
SRR5353511	14	HSC	18328
SRR5353512	14	HSC	22132
SRR5353513	14	HSC	4142
SRR5353514	14	HSC	11650
SRR5353515	14	HSC	11130
SRR5353516	14	HSC	51720
SRR5353517	14	HSC	28060
SRR5353518	14	HSC	4256
SRR5353519	14	HSC	17720
SRR5353521	14	HSC	12672
SRR5353522	14	HSC	50108
SRR5353524	14	HSC	18892
SRR5353525	14	HSC	34232
SRR5353526	14	HSC	20200
SRR5353527	14	HSC	17888
SRR5353528	14	HSC	44822
SRR5353529	14	HSC	19928
SRR5353530	14	HSC	3836
SRR5353531	14	HSC	20082
SRR5353532	14	HSC	4862
SRR5353533	14	HSC	161956
SRR5353534	14	HSC	5910
SRR5353535	14	HSC	25178
SRR5353536	14	HSC	9418
SRR5353538	14	HSC	23790
SRR5353539	14	HSC	69298
SRR5353540	14	HSC	47676
SRR5353541	14	HSC	52094
SRR5353542	14	HSC	8440
SRR5353543	14	HSC	25632
SRR5353544	4	HSC	3362
SRR5353545	4	HSC	10534
SRR5353546	1	HSC	7100
SRR5353547	1	HSC	6224
SRR5353548	1	HSC	4324
SRR5353549	1	HSC	3620
SRR5353550	1	HSC	54684
SRR5353551	1	HSC	14286
SRR5353552	1	HSC	56174
SRR5353553	14	HSC	73490
SRR5353554	14	HSC	7842
SRR5353555	14	HSC	11528
SRR5353556	14	HSC	8288
SRR5353557	14	HSC	20126
SRR5353558	14	HSC	14108
SRR5353559	14	HSC	26076
SRR5353560	1	HSC	18978
SRR5353561	1	HSC	124734
SRR5353562	1	HSC	28980
SRR5353563	1	HSC	36868
SRR5353564	1	HSC	34584
SRR5353565	1	HSC	377270
SRR5353566	6	HSC	21414
SRR5353567	6	HSC	148232
SRR5353568	37	HSC	12744
SRR5353570	37	HSC	27554
SRR5353571	37	HSC	12428
SRR5353572	37	HSC	30786
SRR5353574	37	HSC	26766
SRR5353577	37	HSC	8112
SRR5353578	37	HSC	9134
SRR5353579	37	HSC	28084
SRR5353580	37	HSC	11542
SRR5353585	37	HSC	8016
SRR5353586	37	HSC	8692
SRR5353591	37	HSC	13416
SRR5353592	37	HSC	13462
SRR5353593	37	HSC	53352
SRR5353594	6	HSC	10004
SRR5353595	6	HSC	13426
SRR5353596	6	HSC	57180
SRR5353597	6	HSC	45466
SRR5353598	6	HSC	14940
SRR5353599	6	HSC	6324
SRR5353600	6	HSC	3696
SRR5353601	37	HSC	23000
SRR5353602	37	HSC	51598
SRR5353603	37	HSC	35032
SRR5353604	6	HSC	11518
SRR5353605	6	HSC	20424
SRR5353607	6	HSC	8762
SRR5353608	6	HSC	23168
SRR5353609	6	HSC	13516
SRR5353610	6	HSC	11492
SRR5353611	6	HSC	10260
SRR5353613	6	HSC	8360
SRR5353614	6	HSC	9300
SRR5353615	6	HSC	61250
SRR5353616	6	HSC	7862
SRR5353617	6	HSC	14610
SRR5353618	6	HSC	12526
SRR5353619	6	HSC	22976
SRR5353620	6	HSC	26754
SRR5353621	6	HSC	7446
SRR5353622	6	HSC	20798
SRR5353623	4	HSC	33948
SRR5353624	4	HSC	6710
SRR5353625	4	HSC	10232
SRR5353626	6	HSC	8976
SRR5353628	6	HSC	30964
SRR5353629	3	HSC	11500
SRR5353630	3	HSC	91046
SRR5353631	3	HSC	21346
SRR5353632	3	HSC	13860
SRR5353633	3	HSC	10206
SRR5353634	3	HSC	60056
SRR5353635	3	HSC	8708
SRR5353636	3	HSC	17742
SRR5353637	3	HSC	8336
SRR5353638	3	HSC	44298
SRR5353639	3	HSC	23686
SRR5353640	6	HSC	51138
SRR5353641	6	HSC	14568
SRR5353642	6	HSC	30680
SRR5353643	6	HSC	10782
SRR5353644	6	HSC	20862
SRR5353645	6	HSC	7814
SRR5353646	6	HSC	7424
SRR5353647	6	HSC	10180
SRR5353652	6	HSC	18856
SRR5353653	6	HSC	15002
SRR5353654	6	HSC	11030
SRR5353655	6	HSC	27052
SRR5353656	6	HSC	34870
SRR5353657	6	HSC	11612
SRR5353658	6	HSC	93972
SRR5353659	4	HSC	9278
SRR5353660	3	HSC	30776
SRR5353661	6	HSC	590750
SRR5353662	6	HSC	4310
SRR5353663	6	HSC	9702
SRR5353665	6	HSC	9478
SRR5353666	6	HSC	13706
SRR5353667	6	HSC	20034
SRR5353668	6	HSC	21248
SRR5353669	6	HSC	13504
SRR5353670	6	HSC	8278
SRR5353671	6	HSC	5814
SRR5353674	6	HSC	8734
SRR5353675	23	HSC	11374
SRR5353676	23	HSC	5450
SRR5353677	23	HSC	42474
SRR5353678	23	HSC	19348
SRR5353679	23	HSC	35322
SRR5353680	23	HSC	8440
SRR5353681	23	HSC	15794
SRR5353683	23	HSC	3392
SRR5353684	23	HSC	34890
SRR5353685	23	HSC	16988
SRR5353686	23	HSC	13010
SRR5353687	23	HSC	24482
SRR5353688	23	HSC	7766
SRR5353689	23	HSC	28298
SRR5353690	23	HSC	15192
SRR5353692	23	HSC	32488
SRR5353693	23	HSC	120398
SRR5353694	23	HSC	33774
SRR5353695	23	HSC	9074
SRR5353696	23	HSC	48066
SRR5353697	6	HSC	8640
SRR5353698	6	HSC	11444
SRR5353699	6	HSC	11192
SRR5353700	6	HSC	7164
SRR5353701	6	HSC	36516
SRR5353702	6	HSC	28744
SRR5353703	6	HSC	33270
SRR5353704	6	HSC	40616
SRR5353705	6	HSC	22304
SRR5353706	6	HSC	31632
SRR5353707	6	HSC	10900
SRR5353708	6	HSC	45786
SRR5353709	6	HSC	9604
SRR5353710	6	HSC	4858
SRR5353711	6	HSC	16946
SRR5353712	6	HSC	10930
SRR5353713	6	HSC	30736
SRR5353714	6	HSC	21376
SRR5353715	6	HSC	40752
SRR5353716	31	HSC	32346
SRR5353717	31	HSC	8410
SRR5353719	31	HSC	5064
SRR5353720	31	HSC	23602
SRR5353721	31	HSC	13570
SRR5353722	31	HSC	12402
SRR5353723	31	HSC	27342
SRR5353724	31	HSC	10694
SRR5353725	31	HSC	9754
SRR5353727	31	HSC	23720
SRR5353728	31	HSC	46858
SRR5353729	31	HSC	20362
SRR5353730	6	HSC	23190
SRR5353731	6	HSC	13668
SRR5353732	1	HSC	31552
SRR5353734	1	HSC	16702
SRR5353735	1	HSC	4884
SRR5353736	1	HSC	14380
SRR5353737	1	HSC	50724
SRR5353738	1	HSC	15358
SRR5353740	4	HSC	30706
SRR5353743	4	HSC	17120
SRR5353744	38	HSC	48100
SRR5353745	38	HSC	6216
SRR5353746	38	HSC	26114
SRR5353747	38	HSC	30206
SRR5353749	38	HSC	44066
SRR5353750	38	HSC	12202
SRR5353751	38	HSC	33268
SRR5353752	38	HSC	4376
SRR5353753	38	HSC	15016
SRR5353756	38	HSC	31274
SRR5353757	38	HSC	92892
SRR5353758	38	HSC	137470
SRR5353759	6	HSC	14598
SRR5353760	6	HSC	9040
SRR5353762	33	HSC	5878
SRR5353775	33	HSC	7020
SRR5353780	33	HSC	18570
SRR5353791	33	HSC	6606
SRR5353796	33	HSC	6406
SRR5353797	33	HSC	6796
SRR5353798	33	HSC	3614
SRR5353799	33	HSC	6184
SRR5353803	33	HSC	9014
SRR5353804	33	HSC	36078
SRR5353805	33	HSC	10222
SRR5353807	33	HSC	18562
SRR5353808	4	HSC	3288
SRR5353809	4	HSC	11932
SRR5353810	4	HSC	5496
SRR5353811	4	HSC	47306
SRR5353812	22	HSC	33560
SRR5353813	22	HSC	6974
SRR5353814	22	HSC	21378
SRR5353816	22	HSC	4164
SRR5353817	22	HSC	12948
SRR5353818	22	HSC	13182
SRR5353819	22	HSC	17738
SRR5353820	22	HSC	4846
SRR5353821	22	HSC	9400
SRR5353822	22	HSC	9062
SRR5353824	22	HSC	6102
SRR5353825	22	HSC	16162
SRR5353826	22	HSC	16330
SRR5353827	22	HSC	21120
SRR5353829	22	HSC	22274
SRR5353831	22	HSC	25512
SRR5353832	22	HSC	4546
SRR5353833	4	HSC	15348
SRR5353834	4	HSC	8566
SRR5353835	4	HSC	56802
SRR5353836	11	HSC	24064
SRR5353837	11	HSC	9392
SRR5353841	11	HSC	12910
SRR5353842	11	HSC	31444
SRR5353843	11	HSC	22196
SRR5353844	11	HSC	3564
SRR5353845	11	HSC	25778
SRR5353847	11	HSC	4650
SRR5353849	11	HSC	13830
SRR5353850	11	HSC	15774
SRR5353852	11	HSC	4552
SRR5353855	11	HSC	5572
SRR5353856	11	HSC	5414
SRR5353857	11	MPP	4594
SRR5353858	11	MPP	5842
SRR5353861	11	MPP	13028
SRR5353862	11	MPP	3514
SRR5353863	11	MPP	6766
SRR5353864	11	MPP	14596
SRR5353865	14	MPP	39084
SRR5353866	14	MPP	13910
SRR5353867	14	MPP	11692
SRR5353869	14	MPP	16060
SRR5353870	11	MPP	7712
SRR5353871	11	MPP	3682
SRR5353872	11	MPP	10654
SRR5353873	11	MPP	13612
SRR5353874	11	MPP	46144
SRR5353875	11	MPP	10252
SRR5353876	11	MPP	8060
SRR5353878	11	MPP	5758
SRR5353880	11	MPP	7308
SRR5353881	11	MPP	12272
SRR5353882	11	MPP	10034
SRR5353883	11	MPP	41060
SRR5353884	25	MPP	14952
SRR5353886	25	MPP	15524
SRR5353887	25	MPP	75434
SRR5353888	25	MPP	14116
SRR5353890	25	MPP	3862
SRR5353891	20	MPP	26602
SRR5353892	20	MPP	6970
SRR5353893	20	MPP	18174
SRR5353894	20	MPP	7918
SRR5353895	20	MPP	8528
SRR5353896	20	MPP	16418
SRR5353897	20	MPP	5550
SRR5353898	20	MPP	17468
SRR5353899	20	MPP	7572
SRR5353901	20	MPP	14294
SRR5353902	20	MPP	3744
SRR5353903	20	MPP	6114
SRR5353904	20	MPP	7986
SRR5353905	20	MPP	9870
SRR5353906	20	MPP	5558
SRR5353907	20	MPP	22490
SRR5353908	20	MPP	12988
SRR5353910	25	MPP	18052
SRR5353911	25	MPP	21530
SRR5353912	28	MPP	34960
SRR5353913	28	MPP	10222
SRR5353914	28	MPP	3850
SRR5353915	28	MPP	14326
SRR5353916	28	MPP	3088
SRR5353917	28	MPP	25406
SRR5353919	28	MPP	13618
SRR5353920	28	MPP	15288
SRR5353921	28	MPP	6844
SRR5353922	28	MPP	38324
SRR5353923	28	MPP	29608
SRR5353924	28	MPP	20638
SRR5353925	28	MPP	12862
SRR5353926	28	MPP	19788
SRR5353927	28	MPP	11184
SRR5353928	4	MPP	13412
SRR5353929	4	MPP	9046
SRR5353930	4	MPP	9760
SRR5353932	4	MPP	17902
SRR5353934	25	MPP	25460
SRR5353935	25	MPP	7696
SRR5353936	25	MPP	14148
SRR5353937	25	MPP	32652
SRR5353938	25	MPP	5776
SRR5353939	25	MPP	4028
SRR5353940	25	MPP	3176
SRR5353941	25	MPP	35444
SRR5353942	25	MPP	7550
SRR5353944	25	MPP	9946
SRR5353945	25	MPP	3252
SRR5353946	25	MPP	7052
SRR5353947	25	MPP	98890
SRR5353948	25	MPP	11162
SRR5353949	25	MPP	78494
SRR5353950	25	MPP	178184
SRR5353951	25	MPP	30150
SRR5353952	30	MPP	6158
SRR5353954	30	MPP	12292
SRR5353955	30	MPP	15804
SRR5353956	30	MPP	20090
SRR5353957	30	MPP	9486
SRR5353958	30	MPP	13970
SRR5353959	30	MPP	19500
SRR5353960	30	MPP	8376
SRR5353961	30	MPP	18014
SRR5353962	25	MPP	19320
SRR5353963	25	MPP	24394
SRR5353964	25	MPP	75238
SRR5353965	10	MPP	22332
SRR5353966	10	MPP	11476
SRR5353968	10	MPP	9452
SRR5353969	10	MPP	12938
SRR5353970	10	MPP	4836
SRR5353971	10	MPP	18018
SRR5353972	10	MPP	23988
SRR5353974	10	MPP	37832
SRR5353975	10	MPP	17620
SRR5353976	10	MPP	11078
SRR5353977	10	MPP	22516
SRR5353978	10	MPP	5620
SRR5353979	10	MPP	26220
SRR5353980	10	MPP	5386
SRR5353981	10	MPP	38840
SRR5353982	10	MPP	40536
SRR5353983	10	MPP	15478
SRR5353984	10	MPP	16252
SRR5353985	10	MPP	8662
SRR5353986	10	MPP	28416
SRR5353987	10	MPP	11860
SRR5353988	10	MPP	18082
SRR5353989	10	MPP	27302
SRR5353990	10	MPP	14252
SRR5353991	10	MPP	62240
SRR5353992	10	MPP	16466
SRR5353993	10	MPP	7092
SRR5353994	10	MPP	8090
SRR5353995	25	MPP	20336
SRR5353996	25	MPP	10064
SRR5353997	25	MPP	4034
SRR5353998	25	MPP	67952
SRR5353999	30	MPP	5936
SRR5354001	30	MPP	16720
SRR5354002	30	MPP	7510
SRR5354003	30	MPP	23606
SRR5354004	25	MPP	7862
SRR5354005	25	MPP	7026
SRR5354006	25	MPP	20110
SRR5354007	30	MPP	9392
SRR5354008	30	MPP	42856
SRR5354009	30	MPP	11878
SRR5354010	30	MPP	19606
SRR5354011	30	MPP	17270
SRR5354012	30	MPP	4622
SRR5354016	30	MPP	45310
SRR5354017	30	MPP	32722
SRR5354018	30	MPP	22108
SRR5354019	4	MPP	4098
SRR5354020	4	MPP	25304
SRR5354021	4	MPP	13774
SRR5354022	4	MPP	53738
SRR5354023	29	MPP	21246
SRR5354025	29	MPP	15916
SRR5354027	30	MPP	24200
SRR5354030	30	MPP	20542
SRR5354031	26	MPP	13860
SRR5354032	26	MPP	12700
SRR5354033	26	MPP	18650
SRR5354034	26	MPP	13870
SRR5354035	26	MPP	22194
SRR5354037	26	MPP	14612
SRR5354039	26	MPP	20528
SRR5354042	26	MPP	6760
SRR5354043	26	MPP	6550
SRR5354044	26	MPP	11026
SRR5354045	26	MPP	17986
SRR5354048	26	MPP	5408
SRR5354049	26	LMPP	5390
SRR5354050	26	LMPP	25200
SRR5354051	29	LMPP	57698
SRR5354052	29	LMPP	26550
SRR5354053	29	LMPP	37934
SRR5354054	29	LMPP	14682
SRR5354055	29	LMPP	8174
SRR5354056	29	LMPP	20024
SRR5354057	29	LMPP	92356
SRR5354058	29	LMPP	30890
SRR5354059	29	LMPP	72132
SRR5354060	32	LMPP	11312
SRR5354061	32	LMPP	6024
SRR5354062	32	LMPP	12672
SRR5354063	32	LMPP	5362
SRR5354064	32	LMPP	19836
SRR5354065	32	LMPP	6118
SRR5354066	32	LMPP	23774
SRR5354067	32	LMPP	10686
SRR5354068	32	LMPP	3880
SRR5354069	32	LMPP	10972
SRR5354070	32	LMPP	14500
SRR5354071	32	LMPP	26522
SRR5354072	29	LMPP	17620
SRR5354073	29	LMPP	22282
SRR5354074	29	LMPP	17220
SRR5354075	29	LMPP	33274
SRR5354076	29	LMPP	20650
SRR5354077	29	LMPP	19306
SRR5354078	29	LMPP	18746
SRR5354079	29	LMPP	16332
SRR5354080	29	LMPP	94304
SRR5354081	4	LMPP	47044
SRR5354082	14	LMPP	29018
SRR5354083	14	LMPP	39892
SRR5354084	14	LMPP	17922
SRR5354085	14	LMPP	17866
SRR5354086	14	LMPP	7680
SRR5354087	5	LMPP	22552
SRR5354088	5	LMPP	44526
SRR5354089	5	LMPP	29380
SRR5354090	5	LMPP	36360
SRR5354091	5	LMPP	5482
SRR5354092	5	LMPP	10830
SRR5354093	5	LMPP	18846
SRR5354094	5	LMPP	28884
SRR5354095	5	LMPP	16660
SRR5354096	5	LMPP	11976
SRR5354097	5	LMPP	16238
SRR5354098	5	LMPP	39356
SRR5354099	5	LMPP	22802
SRR5354100	5	LMPP	26404
SRR5354102	5	LMPP	130952
SRR5354103	5	LMPP	34748
SRR5354104	5	LMPP	32974
SRR5354105	5	LMPP	39994
SRR5354106	5	LMPP	70390
SRR5354107	5	LMPP	26000
SRR5354108	5	LMPP	33102
SRR5354109	5	LMPP	7202
SRR5354110	5	LMPP	13558
SRR5354111	5	LMPP	15610
SRR5354112	5	LMPP	25802
SRR5354113	5	LMPP	32454
SRR5354114	5	LMPP	20858
SRR5354115	5	LMPP	6992
SRR5354117	5	LMPP	8352
SRR5354118	5	LMPP	47016
SRR5354119	5	LMPP	24520
SRR5354120	5	LMPP	14120
SRR5354121	5	LMPP	14950
SRR5354122	5	LMPP	6076
SRR5354123	5	LMPP	23390
SRR5354124	5	LMPP	28360
SRR5354125	5	LMPP	11638
SRR5354126	5	LMPP	37082
SRR5354127	5	LMPP	6170
SRR5354128	5	LMPP	26100
SRR5354129	5	LMPP	26072
SRR5354130	4	LMPP	29620
SRR5354131	4	LMPP	35486
SRR5354132	4	LMPP	14526
SRR5354133	4	LMPP	35706
SRR5354134	4	LMPP	8770
SRR5354135	4	LMPP	37646
SRR5354136	4	LMPP	30114
SRR5354137	4	LMPP	36184
SRR5354138	4	LMPP	36480
SRR5354139	1	LMPP	10504
SRR5354140	1	LMPP	40532
SRR5354142	19	LMPP	115814
SRR5354143	19	LMPP	52024
SRR5354144	19	LMPP	7548
SRR5354145	19	CMP	8506
SRR5354146	19	CMP	11312
SRR5354147	19	CMP	14252
SRR5354148	19	CMP	14058
SRR5354149	19	CMP	14998
SRR5354150	19	CMP	5880
SRR5354151	19	CMP	102166
SRR5354152	19	CMP	7050
SRR5354153	19	CMP	21166
SRR5354154	19	CMP	10798
SRR5354156	19	CMP	13450
SRR5354157	19	CMP	5502
SRR5354158	19	CMP	19218
SRR5354159	19	CMP	20422
SRR5354160	19	CMP	21838
SRR5354162	19	CMP	29016
SRR5354163	19	CMP	9538
SRR5354164	4	CMP	6612
SRR5354165	4	CMP	10306
SRR5354166	4	CMP	15246
SRR5354167	19	CMP	33930
SRR5354168	19	CMP	9074
SRR5354169	19	CMP	25528
SRR5354170	19	CMP	32782
SRR5354171	19	CMP	29184
SRR5354172	19	CMP	24668
SRR5354173	19	CMP	5190
SRR5354174	4	CMP	22914
SRR5354175	4	CMP	16966
SRR5354176	4	CMP	18104
SRR5354177	4	CMP	9254
SRR5354178	19	CMP	7038
SRR5354179	19	CMP	21214
SRR5354180	19	CMP	9562
SRR5354181	19	CMP	16828
SRR5354182	21	CMP	115104
SRR5354183	21	CMP	25738
SRR5354184	21	CMP	46298
SRR5354186	21	CMP	21870
SRR5354187	21	CMP	20726
SRR5354188	21	CMP	10968
SRR5354189	21	CMP	13754
SRR5354190	21	CMP	36474
SRR5354193	21	CMP	4938
SRR5354194	21	CMP	6700
SRR5354195	21	CMP	5474
SRR5354196	21	CMP	18084
SRR5354197	4	CMP	11094
SRR5354199	21	CMP	24178
SRR5354200	21	CMP	12528
SRR5354201	4	CMP	10640
SRR5354202	4	CMP	17292
SRR5354203	21	CMP	19876
SRR5354204	21	CMP	65118
SRR5354205	21	CMP	29868
SRR5354206	4	CMP	8402
SRR5354207	21	CMP	159468
SRR5354208	21	CMP	99910
SRR5354209	21	CMP	10572
SRR5354210	21	CMP	9074
SRR5354211	21	CMP	29596
SRR5354212	21	CMP	6582
SRR5354213	21	CMP	23004
SRR5354214	21	CMP	12672
SRR5354215	21	CMP	58188
SRR5354216	4	CMP	20490
SRR5354217	4	CMP	101500
SRR5354218	21	CMP	20960
SRR5354219	21	CMP	28114
SRR5354220	4	CMP	20006
SRR5354221	4	CMP	20290
SRR5354222	12	CMP	19750
SRR5354223	12	CMP	5216
SRR5354224	12	CMP	5764
SRR5354225	12	CMP	74198
SRR5354226	12	CMP	5508
SRR5354227	12	CMP	18530
SRR5354228	12	CMP	15108
SRR5354229	4	CMP	41082
SRR5354230	4	CMP	26372
SRR5354231	4	CMP	9126
SRR5354232	4	CMP	7798
SRR5354233	4	CMP	4968
SRR5354234	4	CMP	5274
SRR5354235	4	CMP	20688
SRR5354236	4	CMP	24458
SRR5354237	4	CMP	143566
SRR5354238	4	CMP	146200
SRR5354239	12	CMP	18952
SRR5354240	3	CMP	334356
SRR5354241	1	CMP	82404
SRR5354242	1	CMP	17790
SRR5354243	1	CMP	6644
SRR5354244	4	CMP	14164
SRR5354246	4	CMP	15950
SRR5354247	4	CMP	57742
SRR5354248	4	CMP	29244
SRR5354249	4	CMP	100854
SRR5354250	4	CMP	30200
SRR5354251	4	CMP	29334
SRR5354252	4	CMP	15946
SRR5354253	4	CMP	25474
SRR5354254	4	CMP	10164
SRR5354255	4	CMP	16762
SRR5354256	1	CMP	245052
SRR5354257	1	CMP	5874
SRR5354258	1	CMP	25384
SRR5354259	1	CMP	75096
SRR5354260	1	CMP	9336
SRR5354261	1	CMP	60228
SRR5354262	1	CMP	34306
SRR5354263	1	CMP	71314
SRR5354264	4	CMP	23556
SRR5354265	4	CMP	38360
SRR5354266	4	CMP	20646
SRR5354267	4	CMP	23408
SRR5354268	4	CMP	49360
SRR5354269	4	CMP	16766
SRR5354270	7	CMP	35404
SRR5354271	7	CMP	22694
SRR5354272	7	CMP	26092
SRR5354273	7	CMP	28312
SRR5354274	7	CMP	62478
SRR5354275	7	CMP	22224
SRR5354276	7	CMP	330328
SRR5354277	7	CMP	82626
SRR5354278	7	CMP	33788
SRR5354279	7	CMP	14632
SRR5354280	7	CMP	28898
SRR5354281	7	CMP	17810
SRR5354282	7	CMP	37326
SRR5354283	7	CMP	12898
SRR5354284	7	CMP	37066
SRR5354285	7	CMP	42832
SRR5354286	7	CMP	14392
SRR5354287	7	CMP	41518
SRR5354288	7	CMP	211406
SRR5354289	7	CMP	18602
SRR5354290	7	CMP	26136
SRR5354291	7	CMP	24660
SRR5354292	7	CMP	46224
SRR5354293	7	CMP	17090
SRR5354294	7	CMP	43334
SRR5354295	7	CMP	34314
SRR5354296	7	CMP	6996
SRR5354297	7	CMP	15590
SRR5354298	7	CMP	6002
SRR5354299	7	CMP	31872
SRR5354300	7	CMP	42318
SRR5354301	7	CMP	7970
SRR5354302	7	CMP	27386
SRR5354303	7	CMP	20686
SRR5354304	7	CMP	23726
SRR5354305	7	CMP	19968
SRR5354306	7	CMP	25154
SRR5354307	7	CMP	45546
SRR5354308	7	CMP	53310
SRR5354309	7	CMP	480188
SRR5354310	4	CMP	22220
SRR5354311	4	CMP	56632
SRR5354312	4	CMP	20374
SRR5354313	4	CMP	47520
SRR5354314	4	CMP	16530
SRR5354315	3	CMP	35586
SRR5354316	4	CMP	26548
SRR5354317	4	CMP	5378
SRR5354318	4	CMP	20886
SRR5354319	4	CMP	16332
SRR5354320	4	CMP	12132
SRR5354321	4	CMP	18872
SRR5354322	4	CMP	164290
SRR5354323	4	CMP	23806
SRR5354324	3	CMP	199002
SRR5354325	3	CMP	15136
SRR5354326	3	CMP	41914
SRR5354327	4	CMP	120954
SRR5354328	3	CMP	55884
SRR5354329	4	CMP	436618
SRR5354330	4	CMP	42926
SRR5354331	3	CMP	21090
SRR5354333	4	CMP	123788
SRR5354334	4	CMP	18122
SRR5354335	3	CMP	82586
SRR5354336	4	CMP	222334
SRR5354337	4	CMP	21480
SRR5354338	3	CMP	6522
SRR5354339	4	CMP	24556
SRR5354341	4	CMP	12318
SRR5354342	4	CMP	13994
SRR5354343	4	CMP	12836
SRR5354344	4	CMP	206268
SRR5354345	1	CMP	10420
SRR5354346	4	CMP	21920
SRR5354347	4	CMP	59076
SRR5354348	4	CMP	29818
SRR5354349	4	CMP	6020
SRR5354350	4	CMP	32918
SRR5354351	4	CMP	64640
SRR5354352	4	CMP	11192
SRR5354353	3	CMP	15610
SRR5354355	4	CMP	38910
SRR5354356	4	CMP	50760
SRR5354357	4	CMP	53050
SRR5354358	4	CMP	190726
SRR5354360	4	CMP	6984
SRR5354361	4	CMP	24210
SRR5354362	4	CMP	8752
SRR5354363	3	CMP	264458
SRR5354364	4	CMP	49786
SRR5354366	3	CMP	39168
SRR5354367	4	CMP	54796
SRR5354368	3	CMP	93626
SRR5354369	3	CMP	28782
SRR5354370	3	CMP	151534
SRR5354371	4	CMP	23230
SRR5354372	4	CMP	18332
SRR5354373	4	CMP	54664
SRR5354374	4	CMP	32800
SRR5354375	4	CMP	53932
SRR5354376	4	CMP	63276
SRR5354377	4	CMP	65024
SRR5354378	3	CMP	6292
SRR5354379	3	CMP	10600
SRR5354380	3	CMP	47752
SRR5354381	3	CMP	7286
SRR5354382	3	CMP	16034
SRR5354383	3	CMP	7480
SRR5354384	3	CMP	567926
SRR5354385	4	CMP	37462
SRR5354386	4	CMP	26906
SRR5354387	4	CMP	37042
SRR5354388	4	CMP	35096
SRR5354389	4	CMP	21858
SRR5354390	4	CMP	11616
